,agencyAcronym,allowLateComment,attachmentCount,commentDueDate,commentStartDate,commentText,docketId,docketTitle,docketType,documentId,documentStatus,documentType,frNumber,numberOfCommentsReceived,openForComment,postedDate,rin,title,startDate,daysSince,Days
92,CMS,False,0,,,"Socialism has NEVER WORKED . When the workers run out of money,  Socialism FALLS.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1646,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,TX,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
93,CMS,False,0,,,Please stop Big Government Bureaucrats from imposing Socialist price controls!,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0127,Posted,Public Submission,,1,False,2019-01-02 05:00:00,Not Assigned,NE,2018-10-30 04:00:00,64 days 01:00:00.000000000,64
94,CMS,False,0,,,No Thank you we already have enough corn on a stick in Santa Clarita how much more third world are we to continue to take. HELP PRESIDENT TRUMP OR GET OUT OF GOVERNMENT your Bureaucracy is not needed in our Republic WE THE PEOPLE DESERVE AND WILL STRIVE FOR BETTER,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2232,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,CA,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
95,CMS,False,0,,,"There is a reason that most of the new drugs are introduced by U. S. companies.  Free enterprise has put us into this position.  Price controls will cut down on research and development, as it has in other countries.

It will also limit the drugs available to those who most need them.

Please allow the market to work.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0873,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,TX,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
96,CMS,False,0,,,STOP OUR MEDICAL INSURANCE  FROM BEING TAKEN OVER FROM THESE SOCIALIST GOVERNMENT,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0694,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,CA,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
97,CMS,False,0,,,"To Whom it may Concern,
We the People have seen enough of how Socialism is destroying Europe.
DO NOT do anything that would put America on their level.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1802,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,PA,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
98,CMS,False,0,,,Please please reject socialist price controls.  Our country was founded on freedom and now many in government want to make this a socialist country. To the rich there will be no change to their life style but  the average American will have no voice at all.  This is not what makes our country great.  Get rid of big government.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2103,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,IL,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
99,CMS,False,0,,,Stop implementing price controls to stifle innovation. We dont need government interfering more in our lives.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1479,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,UT,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
100,CMS,False,0,,,No price controls for medications and medical equipement.  The free market system will do better!!,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1656,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,IN,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
101,CMS,False,0,,,"The pilot program proposed by The Department of Health and Human Services that would set prices for certain prescription drugs in Medicare Part B based on what foreign countries pay for these drugs will harm patient choice and hurt innovation. These countries use socialized health systems, where prescription drugs are rationed or not even provided. Although our healthcare system has many issues and market-based reforms are needed, this is a step in the wrong direction.
 
Not only would this demonstration limit what prescription drugs seniors may have access to, it would disproportionately affect patients with debilitating chronic conditions like Crohn's disease, multiple sclerosis, cancer and lupus, by instituting new barriers into the program. 
 
This proposal would also hurt the development of future cures. The United States leads the world in developing new drugs, thanks to our innovative economy and research environment. This proposal fundamentally undermines this system, reducing the ability for companies to research and develop the next generation of medicine. This is an unacceptable side effect, bordering on negligence in trading our future health for a policy which will harm seniors now.
 
These policies don't work abroad and playing with them on needed medicines here will be detrimental to American seniors and our country as a whole.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0415,Posted,Public Submission,,1,False,2019-01-02 05:00:00,Not Assigned,KY,2018-10-30 04:00:00,64 days 01:00:00.000000000,64
102,CMS,False,0,,,No socialist price controls please.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2058,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,CA,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
103,CMS,False,0,,,Please do everything you can to stop government bureaucrats from imposing socialist price controls. Keep the bureaucrats out of our healthcare insurance companies. Socialism destroys individual freedom!,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1525,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,CA,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
104,CMS,False,0,,,"The pilot program proposed by The Department of Health and Human Services that would set prices for certain prescription drugs in Medicare Part B based on what foreign countries pay for these drugs will harm patient choice and hurt innovation. These countries use socialized health systems, where prescription drugs are rationed or not even provided. Although our healthcare system has many issues and market-based reforms are needed, this is a step in the wrong direction.
 
Not only would this demonstration limit what prescription drugs seniors may have access to, it would disproportionately affect patients with debilitating chronic conditions like Crohn's disease, multiple sclerosis, cancer and lupus, by instituting new barriers into the program. 
 
This proposal would also hurt the development of future cures. The United States leads the world in developing new drugs, thanks to our innovative economy and research environment. This proposal fundamentally undermines this system, reducing the ability for companies to research and develop the next generation of medicine. This is an unacceptable side effect, bordering on negligence in trading our future health for a policy which will harm seniors now.
 
These policies don't work abroad and playing with them on needed medicines here will be detrimental to American seniors and our country as a whole.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0484,Posted,Public Submission,,1,False,2019-01-02 05:00:00,Not Assigned,WY,2018-10-30 04:00:00,64 days 01:00:00.000000000,64
105,CMS,False,0,,,No European (or any other kind) Socialism I America!,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2010,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,NV,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
106,CMS,False,0,,,"The pilot program proposed by The Department of Health and Human Services that would set prices for certain prescription drugs in Medicare Part B based on what foreign countries pay for these drugs will harm patient choice and hurt innovation. These countries use socialized health systems, where prescription drugs are rationed or not even provided. Although our healthcare system has many issues and market-based reforms are needed, this is a step in the wrong direction.
 
Not only would this demonstration limit what prescription drugs seniors may have access to, it would disproportionately affect patients with debilitating chronic conditions like Crohn's disease, multiple sclerosis, cancer and lupus, by instituting new barriers into the program. 
 
This proposal would also hurt the development of future cures. The United States leads the world in developing new drugs, thanks to our innovative economy and research environment. This proposal fundamentally undermines this system, reducing the ability for companies to research and develop the next generation of medicine. This is an unacceptable side effect, bordering on negligence in trading our future health for a policy which will harm seniors now.
 
These policies don't work abroad and playing with them on needed medicines here will be detrimental to American seniors and our country as a whole.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0177,Posted,Public Submission,,1,False,2019-01-02 05:00:00,Not Assigned,IN,2018-10-30 04:00:00,64 days 01:00:00.000000000,64
107,CMS,False,0,,,"The pilot program proposed by The Department of Health and Human Services that would set prices for certain prescription drugs in Medicare Part B based on what foreign countries pay for these drugs will harm patient choice and hurt innovation. These countries use socialized health systems, where prescription drugs are rationed or not even provided. Although our healthcare system has many issues and market-based reforms are needed, this is a step in the wrong direction.
 
Not only would this demonstration limit what prescription drugs seniors may have access to, it would disproportionately affect patients with debilitating chronic conditions like Crohn's disease, multiple sclerosis, cancer and lupus, by instituting new barriers into the program. 
 
This proposal would also hurt the development of future cures. The United States leads the world in developing new drugs, thanks to our innovative economy and research environment. This proposal fundamentally undermines this system, reducing the ability for companies to research and develop the next generation of medicine. This is an unacceptable side effect, bordering on negligence in trading our future health for a policy which will harm seniors now.
 
These policies don't work abroad and playing with them on needed medicines here will be detrimental to American seniors and our country as a whole.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0171,Posted,Public Submission,,1,False,2019-01-02 05:00:00,Not Assigned,GA,2018-10-30 04:00:00,64 days 01:00:00.000000000,64
108,CMS,False,0,,,Please write your comment here.obama care was a total lie made to Americans. The same number of people without insurance didnt change. After out of pocket costs went through the roof it became more convient to lie about having insurance.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2070,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,MD,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
109,CMS,False,0,,,Pease write your comment here.  Keep America sane!,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2212,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,MI,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
110,CMS,False,0,,,"The pilot program proposed by The Department of Health and Human Services that would set prices for certain prescription drugs in Medicare Part B based on what foreign countries pay for these drugs will harm patient choice and hurt innovation. These countries use socialized health systems, where prescription drugs are rationed or not even provided. Although our healthcare system has many issues and market-based reforms are needed, this is a step in the wrong direction.
 
Not only would this demonstration limit what prescription drugs seniors may have access to, it would disproportionately affect patients with debilitating chronic conditions like Crohn's disease, multiple sclerosis, cancer and lupus, by instituting new barriers into the program. 
 
This proposal would also hurt the development of future cures. The United States leads the world in developing new drugs, thanks to our innovative economy and research environment. This proposal fundamentally undermines this system, reducing the ability for companies to research and develop the next generation of medicine. This is an unacceptable side effect, bordering on negligence in trading our future health for a policy which will harm seniors now.
 
These policies don't work abroad and playing with them on needed medicines here will be detrimental to American seniors and our country as a whole.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0532,Posted,Public Submission,,1,False,2019-01-02 05:00:00,Not Assigned,OK,2018-10-30 04:00:00,64 days 01:00:00.000000000,64
111,CMS,False,0,,,Please write your comment here.this is not the will of the people,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2732,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,TN,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
112,CMS,False,1,,,See attached file(s),CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2678,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,MN,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
113,CMS,False,0,,,We do not need any more socialistic programs.  In fact need to start removing them. Able bodied people and illegals shouldn't be on food stamps and other entitlements.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2403,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,TX,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
114,CMS,False,0,,,Please do not impose European-style socialist drug price controls on American companies. they have their own problems. America has always done it better.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1335,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,VA,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
115,CMS,False,0,,,To all concerned. We the people do not want the big Government Bureaucrats running our health care. We do not want socialism in our country. We have seem what it has done in other countries.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1698,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,OR,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
116,CMS,False,0,,,"Deep State bureaucrats want to impose European-style socialist drug price controls on American companies.

If they succeed, medical development will come to a halt, cutting off your access to potentially life-saving medicines.

Please reject socialist price controls NOW!",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0783,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,MN,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
117,CMS,False,0,,,"Please write your comment here.I oppose the Socialist Price Controls being pushed in this Country and those who support them! This is AMERICA, not a  Foreign Country that pushes its policies and forces the PEOPLE TO ACCEPT THEM !! Get back to our CONSTITUTION AND BILL OF RIGHTS THAT OUR FOREFATHERS FOUGHT FOR AND GAVE US TO GO FORWARD WITH !",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1776,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,TN,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
118,CMS,False,0,,,Let the free market dictate competition. Get the government out of the health care business and business will succeed.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1687,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,AZ,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
119,CMS,False,0,,,"No socialist experiment has ever been successful.
Try hard to remember your oath to the Constitution!
A disabled Vietnam War Veteran.
Also known as Joe!",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0829,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,NV,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
120,CMS,False,1,,,See attached file(s),CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1182,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,NM,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
121,CMS,False,0,,,"Do not allow any socialist doctrine to be imported into the US. No socialist price controls; ever. Europe has been a disaster for decades, we do not need to prove our stupidity by imitation.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1562,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,IN,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
122,CMS,False,0,,,"The pilot program proposed by The Department of Health and Human Services that would set prices for certain prescription drugs in Medicare Part B based on what foreign countries pay for these drugs will harm patient choice and hurt innovation. These countries use socialized health systems, where prescription drugs are rationed or not even provided. Although our healthcare system has many issues and market-based reforms are needed, this is a step in the wrong direction.
 
Not only would this demonstration limit what prescription drugs seniors may have access to, it would disproportionately affect patients with debilitating chronic conditions like Crohn's disease, multiple sclerosis, cancer and lupus, by instituting new barriers into the program. 
 
This proposal would also hurt the development of future cures. The United States leads the world in developing new drugs, thanks to our innovative economy and research environment. This proposal fundamentally undermines this system, reducing the ability for companies to research and develop the next generation of medicine. This is an unacceptable side effect, bordering on negligence in trading our future health for a policy which will harm seniors now.
 
These policies don't work abroad and playing with them on needed medicines here will be detrimental to American seniors and our country as a whole.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0534,Posted,Public Submission,,1,False,2019-01-02 05:00:00,Not Assigned,KY,2018-10-30 04:00:00,64 days 01:00:00.000000000,64
123,CMS,False,0,,,"WHY in Heaven's Name would we have Socialism in AMERICA????  It has failed everywhere else and the countries have failed right along with it.  WHY are we destroying AMERICA?  LACK of education in schools thanks to the Democrates and their stupid thinking or lack of it...STOP them NOW!!!! DONALD TRUMP WAS CHOSEN BY GOD and they know it and like CHRIST they are doing their best to destroy him...What will they have then....power, that is satisfaction???? Sad thinking truly feel sorry for them not to have Faith and Belief.....America is God's country .....Chosen and she will NEVER be destroyed...God Bless America   Earlene",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2325,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,ID,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
124,CMS,False,0,,,"Do you really want this nation to be an also-ran? Socialism which will lead to communism is not the answer. It will take all incentive from workers knowing that while they work hard, others are getting a free ride from the government for doing nothing. Creativity will disappear thus no new cures for diseases. That is only the tip of the iceberg. Keep our country on course and keep America great.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1399,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,NJ,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
125,CMS,False,0,,,We do not want any extra government involvement.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2301,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,FL,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
126,CMS,False,0,,,Pleastop the price controls nowse write your comment here.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0067,Posted,Public Submission,,1,False,2019-01-02 05:00:00,Not Assigned,CT,2018-10-30 04:00:00,64 days 01:00:00.000000000,64
127,CMS,False,0,,,Venezuela is a great example of socialism we dont want citizens of this great country to be looking for food scraps in garbage cans,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0942,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,IL,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
128,CMS,False,0,,,"Please write your comment here.

Stop trying to force SOCIALISM on America!
ABANDON European price controls!",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1329,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,ND,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
129,CMS,False,0,,,Please write your comment here.Do not impose government price controls.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2441,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,MI,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
130,CMS,False,0,,,"I am a LEGAL Immigrant coming from Germany. I know how ""Democratic Socialism"" works. Effectively there is almost no difference to the Communism.
I came to the USA to flee this regime, just to find it since Obama predominating in the Left! Nothing is available for nothing! Somebody has to pay! Right? Think about what Madame Thatcher said!!!!",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0934,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,CA,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
131,CMS,False,0,,,"We don't need bureaucrats to impose price controls. 

CMS, leave us alone!",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1991,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,NY,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
132,CMS,False,0,,,"Please stop big  Government Bureaucrats from Imposing Socialist Price Controls.  

Thank you.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0107,Posted,Public Submission,,1,False,2019-01-02 05:00:00,Not Assigned,NY,2018-10-30 04:00:00,64 days 01:00:00.000000000,64
133,CMS,False,0,,,Please write your comment here. get the government out of the pricing business.  Dont give special protections to any company on their pricing.  Insurance companies will keep prices low as possible through negotiation.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2134,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,UT,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
134,CMS,False,1,,,Please see uploaded file,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1087,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,NJ,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
135,CMS,False,0,,,"These shady bureaucrats NOT to import European socialism to America!
Stop trying to force socialism on America. Tell them to abandon European price controls!",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2314,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,TX,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
136,CMS,False,0,,,"If you're a socialist YOU ARE the enemy of the United States of America!!!  Are you my enemy?  

Show me that you're not by not bringing socialist ideals across our border.  You can mention that to Bernie Sanders too.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0910,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,IL,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
137,CMS,False,0,,,"The pilot program proposed by The Department of Health and Human Services that would set prices for certain prescription drugs in Medicare Part B based on what foreign countries pay for these drugs will harm patient choice and hurt innovation. These countries use socialized health systems, where prescription drugs are rationed or not even provided. Although our healthcare system has many issues and market-based reforms are needed, this is a step in the wrong direction.
 
Not only would this demonstration limit what prescription drugs seniors may have access to, it would disproportionately affect patients with debilitating chronic conditions like Crohn's disease, multiple sclerosis, cancer and lupus, by instituting new barriers into the program. 
 
This proposal would also hurt the development of future cures. The United States leads the world in developing new drugs, thanks to our innovative economy and research environment. This proposal fundamentally undermines this system, reducing the ability for companies to research and develop the next generation of medicine. This is an unacceptable side effect, bordering on negligence in trading our future health for a policy which will harm seniors now.
 
These policies don't work abroad and playing with them on needed medicines here will be detrimental to American seniors and our country as a whole.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0487,Posted,Public Submission,,1,False,2019-01-02 05:00:00,Not Assigned,WY,2018-10-30 04:00:00,64 days 01:00:00.000000000,64
138,CMS,False,0,,,"We dont need to go down the same rabbit hole the other socialist countries have. We have a constitution that needs to be followed, not just the whims of a crazy person.

The EU needs to pay their fair share of the cost for us developing the wonderful drugs they like to exploit. America has footed the bill for everyone else and its high time the other countries pay their portion.

Socialism isnt the way to go and anyone with half a brain knows its a flop just waiting to happen.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2469,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,NC,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
139,CMS,False,0,,,"Regarding price controls on drugs, I can't find anywhere in the Constitution that authorizes the federal government to intervene in such an area.  In fact, the words 'health care' are not used anywhere in the Constitution.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2481,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,PA,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
140,CMS,False,0,,,Resist Socialist Price Controls like those in France and Sweden.Throw out Obama Care,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2336,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,CA,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
141,CMS,False,0,,,Don't let our great country spiral into complete destruction.  socialism is a ponzi scheme that destroys countries and ends in a total collapse of their economies.  Save our country and denounce Socialism.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2307,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,AZ,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
142,CMS,False,1,,,Please find attached comments from the American Osteopathic Association.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1275,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,DC,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
143,CMS,False,0,,,"The pilot program proposed by The Department of Health and Human Services that would set prices for certain prescription drugs in Medicare Part B based on what foreign countries pay for these drugs will harm patient choice and hurt innovation. These countries use socialized health systems, where prescription drugs are rationed or not even provided. Although our healthcare system has many issues and market-based reforms are needed, this is a step in the wrong direction.
 
Not only would this demonstration limit what prescription drugs seniors may have access to, it would disproportionately affect patients with debilitating chronic conditions like Crohn's disease, multiple sclerosis, cancer and lupus, by instituting new barriers into the program. 
 
This proposal would also hurt the development of future cures. The United States leads the world in developing new drugs, thanks to our innovative economy and research environment. This proposal fundamentally undermines this system, reducing the ability for companies to research and develop the next generation of medicine. This is an unacceptable side effect, bordering on negligence in trading our future health for a policy which will harm seniors now.
 
These policies don't work abroad and playing with them on needed medicines here will be detrimental to American seniors and our country as a whole.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0247,Posted,Public Submission,,1,False,2019-01-02 05:00:00,Not Assigned,NC,2018-10-30 04:00:00,64 days 01:00:00.000000000,64
144,CMS,False,0,,,"We need less government control across the board; less regulation, not more.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2287,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,NY,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
145,CMS,False,0,,,Single payer healthcare is as in socialist countries is a failure and places unnecessary burden on taxpayers. If the system is so great than our elected officials must first give up their healthcare program and use the same system as We the People. If it's good enough for us than it is more than good enough for Congress and State leaders.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1663,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,NY,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
146,CMS,False,0,,,Please do not interfere with the free market. Socialism is soft tyranny that gives way to hard tyranny and price controls will lead to shortages and more unemployment. We all need to learn from Venezuela. The duty of government is to protect free markets and the individuals right to choose.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1378,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,WA,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
147,CMS,False,0,,,Please do not support socialist price controls on future medication,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1494,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,VA,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
148,CMS,False,0,,,Please do not enact price controls like the Europeans have.  It will cut medical innovations and reinvestments.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2163,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,OH,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
149,CMS,False,0,,,Please stop the effort to impose European type price controls on our drug industry.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2599,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,CO,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
150,CMS,False,0,,,"Stay out of health care. You've done enough damage.
No price controls - you don't know what you're doing.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0833,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,CA,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
